N,P,K,temperature,humidity,ph,rainfall,yield
112.8747258267156,92.39527748667427,62.36711093603044,28.454501769389566,46.0669744628252,7.868293659909456,48.50365997656411,10.412742805593446
72.66541277024628,94.17875990177069,31.004999003580597,14.036134943776185,43.54438022358845,4.730284902434127,89.87226555706278,6.858835084068736
123.0317503893659,28.235771949365752,105.24182670769291,19.526240096134785,15.468077240268908,5.9448203714999135,186.46209148297416,8.813904853940448
103.68416348712367,103.62796339420714,49.00966409532157,12.396169176809959,96.52300459489655,3.6485860667821663,37.178780455430825,8.22496800383694
31.301281746517944,101.09129811133015,192.11017134786394,24.582531322174095,65.33998408696306,3.544400966332244,174.02370125840247,9.452164605555094
137.07468219641072,102.14939649927922,5.800632488555819,29.88051334856419,48.39327578568581,7.027266104697322,183.65760202232298,11.294436557776674
111.33676423884236,19.999524619725356,33.639347548624315,18.63966728169094,60.13281221705082,4.091468112328004,101.47081077252867,7.678978215131987
114.32771663323446,70.3232437259106,54.295170616685354,12.90249732620789,18.363743829989783,6.239041185554088,102.07443443503455,6.530781316590357
35.37363592106551,65.21974282617352,44.79134231863901,14.795167457935266,29.413029289208517,6.9800374110501,84.14219525561982,5.0432944973729015
74.04631254746806,21.706050291831886,50.15568731594206,32.543387555767175,66.7388737719624,3.6611729311481964,281.989383654892,11.387083330967352
64.49576290790975,40.01967026606944,136.20952101223568,16.029462051795573,57.683723563740465,5.7437069957284095,128.88391939574169,7.90020140806067
131.21179866183223,69.52995529273497,70.50241566262984,31.241077790336814,80.32721030299355,6.920759684929199,183.8753376718893,12.0
97.26381440967974,110.2923518308411,128.00487638067466,17.93598220418633,69.67564330696297,7.948654939274251,104.44088079098407,9.87985465817324
118.7313935924996,42.00338039292953,183.05158672925825,13.661976630288876,64.91916110628914,4.996150503008282,216.7459212361732,10.206805240053235
73.20970385927973,122.01623786686305,125.5113531051404,29.81925678882293,82.66705345734101,8.371082648421652,48.40355589641991,11.677756887854247
47.26864661417323,83.68276857482756,143.9065582572763,22.0563508842562,20.66583776080775,7.722707498298487,40.05963206650591,6.560407801847484
86.55017444190018,112.65692749992337,78.10065964427146,8.938317538244192,72.34360410379668,6.753175360409272,228.39945296292817,9.51224865754516
27.658070732501038,73.7950577504757,36.94769352454183,36.798272580331954,74.39402920298829,5.459627536230656,223.46702832829797,12.0
119.31574063910985,77.39122043200015,69.11681248998123,12.432603352163223,37.83857462344091,7.055551880997493,94.20037411938543,7.6514503707666135
95.79972789464779,93.66211756625142,197.8565297408216,18.602209293592743,31.238919828453735,7.580966345351767,119.41307956291274,9.523448635072974
110.97052881024486,135.27603210238627,129.3622768906274,19.54383904987122,32.74975546284793,5.016499374432787,288.03294037319023,10.88438969663014
62.5431161755842,76.39469849074284,60.50222388680304,22.6828969777524,31.44569166485552,8.464150324535147,49.21248259868801,7.1262645532501985
136.4837629273884,81.36876764461928,95.18305343242076,31.56332067002512,58.47392184499835,8.043096848773196,71.28117863306788,11.415978772625854
127.17453455866372,91.26959007621649,172.10260748619888,8.182708390253802,26.256983843363763,5.927507201714613,140.4107421925053,8.178399866467458
113.40601964885143,109.56454353519298,138.68871414115472,35.97416154008224,69.72072649780608,7.114149578876976,98.98769369554704,12.0
43.35664494223611,19.69979529064163,117.13056814583365,27.379683806090334,23.72149549274787,6.120044473093909,201.72239361701799,7.49644575125474
76.0065204472441,79.61780420046622,182.0325753267682,36.51946637446807,17.231840145751264,7.304652760985131,213.36848242507165,11.34755046520823
25.256451894467453,75.01486454281587,139.48791444335805,32.52168612249457,41.5010901230073,7.634911019389907,167.38866348922664,9.72979495761477
38.51473904810574,134.427472872072,133.5459461582191,35.8351465424965,30.924357069842408,3.6161127757852127,191.13524439277555,10.22487324805866
101.96587438909455,76.62338835890606,42.953627442153625,26.03001652807034,97.05895059903683,3.8956601485032465,141.35783296569656,11.871137424747822
109.37145870893805,73.22327218373468,26.277736602481557,18.719269486315245,40.148692951229044,5.182337079383635,232.90843104304648,8.266597949060104
136.1011678921052,139.89699845218476,198.02842341147982,21.287421893408112,33.43131914011764,8.088068163161747,31.787579396955525,9.152409611036036
59.09904297657823,70.82782258611901,124.77167402007053,27.740969311523386,31.33189535043481,5.491367915716948,107.60957426364665,9.254418377310424
64.45516472418427,34.4193980934822,88.13668182928582,20.80795579299009,46.0297910986897,7.937561076009621,211.64041159057032,7.438682454086262
76.34669735309694,39.283676578781424,122.80416418204351,29.950183504033674,65.28545831252096,5.812169563158765,112.3006302051071,9.355013276471599
42.73656309011429,22.85031767549151,17.362392214343075,10.755440482400887,79.90145782884144,4.944264601557867,41.98987852402584,6.36390461508601
35.5905806402566,10.0766974499575,169.42545478082135,32.89959946954666,45.25982856267468,8.003225915312477,116.60375997069708,9.322779417648293
77.08459114711205,68.31266423506506,48.32910711286719,14.125659189260126,66.95559134355152,6.303353844593388,219.2185361008257,9.150147683007875
47.22912188610609,113.84774847525989,165.9092012635894,36.318428285741675,55.01097155718916,5.302421475150206,54.155762270928975,10.946134124484354
100.37767936190124,109.01796977797784,111.87568865272212,12.666373998118036,85.25911373903207,3.722035018139084,222.89678197926327,9.216584324681877
72.45823026467968,14.340126853384778,60.314402731380554,11.874925883071935,62.23046750415012,4.05466566224112,237.12760058012117,6.444123046045275
119.92138352694049,86.94769198519444,11.041989648414091,32.35628331762179,39.06100876596531,4.196551638207652,197.8842084383557,10.23701758364847
104.0318122402699,30.82822193081926,168.16667106532114,32.56105483109043,73.39774234579524,5.324181452053031,88.38553359628038,10.91042402655168
57.48399696584493,137.04529844323412,40.292028293861335,30.162782596437417,83.06535250590865,6.53666477872172,245.4827000146172,12.0
119.87117616742412,32.5942749519642,15.36102312797469,36.81591391714114,53.6315745114091,5.037950572109649,80.0439004979703,10.183568435786574
116.57172289961622,94.59629438916001,156.17554616517617,16.11618886056248,96.93737082723247,3.827638168824001,273.6298666079781,12.0
66.49740548362094,54.04217889214767,75.00864447459576,32.799462169708626,87.96504097287901,4.824043686586669,217.86079575978297,11.999377118809509
54.599372471629295,96.61077900518755,82.86680111833,18.561215901302624,31.347237582235792,5.5434082544980505,35.32157946117672,7.035477615215411
101.89946047699706,65.65491052265014,54.41351745614379,24.121958767080223,80.3007373889677,8.461349643361645,243.80039322526565,11.305568041069405
36.77029803311718,112.5518120613633,176.83569573937942,21.368000891039863,64.87895328103059,5.464934523754693,161.80139130077407,9.843280681908986
43.988984297013,41.141681919260805,64.46590522130641,8.175500680208216,59.38933771805028,3.94597709373722,146.7416909676544,5.774494277776102
20.88347237012066,132.2819001434251,47.03851395020477,25.23386580617473,57.656902686104175,6.405574072369667,137.7431339555763,9.508428430807326
114.4309253002566,77.52830265730253,66.84994526723122,30.42517663291859,85.83312485094162,8.098200363131449,189.85641860345672,10.914197974234295
99.78210279104385,112.07257494123513,45.62991503347939,13.236571507258137,65.70244147898623,7.43347849430875,222.88198021922915,9.78761721580729
104.61984543516022,124.71357583916566,68.53104416104149,35.94967585679112,59.62959675945989,7.681091545936183,270.873452402877,12.0
113.68748372263614,144.84186247889866,21.587244573634607,23.911986182555115,19.055372260918073,8.141158980511651,96.42454762522308,8.827241289532509
75.06989306460079,40.23266485518436,36.70600582389167,13.347380094532806,52.209138189960264,6.68271751692769,196.61735641491865,6.767570724352257
88.24894351434725,48.73047583106641,88.41057667922958,27.37842712750656,90.36744964977714,8.474613653267493,212.17593121107637,11.305376879181804
36.77563977531889,43.808466708804914,180.89337111797528,13.75768125546032,74.07414853560337,3.666407849398254,208.94319914032994,7.619035290010821
33.74360882431681,45.48762984157066,16.45814934445717,9.906000448860093,19.229180178660734,7.674198380717812,158.04018137923157,4.740751567334653
100.2083554148566,88.63004010781596,47.53494135200613,28.559457272577266,88.37135941853651,7.785053347611308,129.4863134970363,10.744181642160076
76.5315447371759,144.1255406246888,186.66913510831927,11.320846499164833,83.61337937429549,8.083501953809826,233.46606877878565,10.245108549633688
87.82833277774266,143.68754175752184,183.00293483198433,11.18652345129306,60.37478956027082,5.890847288179245,104.00274513142438,9.72801594918723
111.79986288992308,81.11438623391153,140.89016665918825,30.1983068954544,16.859653610129364,7.438779618103,78.25488547150808,9.205549272325703
96.1661984000709,96.26867338573096,53.09471081904759,9.656066996242135,61.68165829680545,4.475401995605899,172.83217425283468,7.272061144069144
86.42952807895949,126.09602339971681,88.96211221115715,32.29307537143864,19.530891143893367,6.515651125891072,94.93104014540955,10.609631236353316
87.10485928944962,135.9460168912232,47.24419888759301,31.88446275943483,41.591453649910875,5.2932257618173075,29.30528557407093,10.435252602435982
56.47401176751346,37.52118468948843,30.71770182504065,12.24180284233298,67.19949836892732,6.480868253309877,34.441208147045515,6.9053700523433506
23.698140148152728,81.35313340723114,80.9996789027783,23.551419418309067,90.77178596222048,6.877802535791501,214.6029473883249,11.112491581355927
72.40608670788347,122.43300237930416,120.16432101407004,10.89876472906827,44.697037892536734,5.235343333730894,292.48083687778046,8.68553767336872
45.7501607383435,50.932280345669874,76.98653509296105,26.977136593579615,86.38197397932662,4.58119149651436,147.312747415301,9.885222882471362
69.02343724695635,69.374220734863,127.16491009319395,9.887900389116396,91.22396386324286,5.108439544296674,61.17711516372557,7.846298315221216
122.40836879217993,143.0588487041211,64.25094707586109,36.33442568968242,16.746642077957087,6.819786225537213,249.06329894821886,12.0
48.07273830384089,142.98130405731757,74.17010555215806,14.231922061087449,34.872510533460115,6.884371168364053,93.20205115264156,6.9244985242395
26.996329002687922,132.32441945329953,163.1347183289219,28.48683967845935,73.9185708358824,7.2065846801204945,298.7754092490866,12.0
